Image_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,True Label
39011800_285850952007996_7980606593874001920_n.jpg,0.38951316475868225,0.20773789286613464,0.14590564370155334,0.07016091793775558,0.07161827385425568,0.032476671040058136,0.030852334573864937,0.0148278484120965,0.01533818244934082,0.005540231242775917,0.0061607337556779385,0.0034618848003447056,0.0025600988883525133,0.0016859439201653004,0.0021598446182906628,4.930995345375777e-08,4.898308958445341e-08,5.684728421329055e-08,6.68126389768986e-08,3.477809329410775e-08,0
134108128_154009946481689_1346114538917217875_n.jpg,0.48424193263053894,0.23521733283996582,0.1338714063167572,0.05173492059111595,0.04602601379156113,0.01688435859978199,0.015218394808471203,0.005718882195651531,0.006293032318353653,0.0014005142729729414,0.0014973172219470143,0.0007627721060998738,0.00046916675637476146,0.00028120531351305544,0.0003827800101134926,1.4159941275071475e-10,1.3341391880139497e-10,1.5520774943045268e-10,1.909441216252361e-10,8.240192556074888e-11,1
44219443_707917332906129_5553391552366489798_n.jpg,0.11716841161251068,0.16925014555454254,0.2666543126106262,0.1248188465833664,0.12722869217395782,0.0517147071659565,0.049527041614055634,0.02296440303325653,0.025893745943903923,0.012323548085987568,0.012705137021839619,0.006997501477599144,0.0058754622004926205,0.0037127246614545584,0.003164669033139944,1.372843740909957e-07,1.3017459821185184e-07,1.6169650507436018e-07,1.4892812316702475e-07,1.1257112220164345e-07,13
21688705_118639382109641_7757780611065970688_n.jpg,0.4668314754962921,0.2440701723098755,0.12726327776908875,0.055691298097372055,0.05476347729563713,0.016848992556333542,0.016067685559391975,0.006121829617768526,0.006028448231518269,0.0019234243081882596,0.0022285308223217726,0.0007656217785552144,0.0005134942475706339,0.00041233777301386,0.0004698805569205433,3.06592418120033e-10,2.3108494284773684e-10,3.2888300416367144e-10,3.9571715348962755e-10,2.0430862557319074e-10,0
21224703_173620793207400_6926191177813196800_n.jpg,0.11605948209762573,0.1656097024679184,0.25228986144065857,0.12730957567691803,0.14181281626224518,0.05341224744915962,0.050150807946920395,0.023167923092842102,0.02702181786298752,0.012265165336430073,0.012386414222419262,0.006735718809068203,0.005753541365265846,0.0031581332441419363,0.0028663398697972298,8.652801142261524e-08,9.581440707506772e-08,1.0764426860987442e-07,9.653854959879027e-08,7.103589894086326e-08,2
21227457_685136791656721_3886967826904252416_n.jpg,0.265470415353775,0.40927553176879883,0.17867141962051392,0.04273897409439087,0.04049592837691307,0.018511349335312843,0.022642306983470917,0.006768113933503628,0.007901731878519058,0.003188089933246374,0.0021786701399832964,0.000570860633160919,0.0007328932406380773,0.0005061308038420975,0.0003476044221315533,9.647622284392199e-11,1.0347091239371053e-10,9.068635425935057e-11,1.2367513957389775e-10,9.145848661740175e-11,2
52527558_391371351644897_8620800026078802397_n.jpg,0.3805757164955139,0.2229209691286087,0.14682747423648834,0.06980554759502411,0.0643078088760376,0.034104347229003906,0.030556153506040573,0.014140776358544827,0.015389540232717991,0.005393113940954208,0.00643848767504096,0.0031692658085376024,0.002382972277700901,0.001786567154340446,0.0022011352702975273,4.743588988276315e-08,4.568225264733883e-08,5.4504464941373953e-08,6.424706811003489e-08,3.6042091977606106e-08,4
67173649_498907937526596_7843741963417942472_n.jpg,0.4375460743904114,0.24159297347068787,0.1432126760482788,0.05774305388331413,0.05253277346491814,0.021127862855792046,0.020408600568771362,0.007792328018695116,0.008853457868099213,0.002660671714693308,0.002876745769754052,0.0013238589745014906,0.0008324084337800741,0.0007114644395187497,0.0007850475376471877,1.7360315407444205e-09,1.4667895786857343e-09,1.8970485182734365e-09,2.2608110938904247e-09,1.2010261674078038e-09,2
61776367_323953975197376_4114337906947183376_n.jpg,0.4580555260181427,0.24892696738243103,0.13633765280246735,0.05526426434516907,0.04681066796183586,0.01829560659825802,0.01639087311923504,0.0059052640572190285,0.007124154828488827,0.0019977011252194643,0.0022833936382085085,0.0009617392788641155,0.0005340604111552238,0.0005254950956441462,0.0005867360741831362,6.362195770215351e-10,5.309055417512809e-10,6.967821319925349e-10,8.18196121965542e-10,4.2506195785385614e-10,0
18722419_1911198719161376_3651482574020149248_n.jpg,0.31732892990112305,0.355620801448822,0.17140281200408936,0.04549402371048927,0.0493839830160141,0.019956348463892937,0.02047879993915558,0.006501381751149893,0.007589262910187244,0.0026606533210724592,0.0015910208458080888,0.0006133013521321118,0.0006259185029193759,0.0004068952111992985,0.00034579081693664193,1.1866214955080778e-10,1.0381452641983202e-10,8.644199939178421e-11,1.1396662780160938e-10,8.443635374222325e-11,1
25012950_1403898469721413_6696135008404373504_n.jpg,0.44375351071357727,0.2588256299495697,0.14436469972133636,0.05611066147685051,0.04485173895955086,0.017967553809285164,0.016097120940685272,0.005318492650985718,0.00680547533556819,0.0016615336062386632,0.001982982037588954,0.0008441114332526922,0.0004451982968021184,0.00046026811469346285,0.0005110647762194276,3.255459513074044e-10,2.897078688057775e-10,3.8102376809234784e-10,4.796194552625366e-10,2.0880928930377962e-10,0
43388275_369942280216658_7430066059396251648_n.jpg,0.17228473722934723,0.18257570266723633,0.22120344638824463,0.09810484200716019,0.09355657547712326,0.05142664536833763,0.05084895342588425,0.029292315244674683,0.03297610208392143,0.018532993271946907,0.01761716976761818,0.008830324746668339,0.009627515450119972,0.006192398257553577,0.00692220451310277,1.5278939144991455e-06,1.8029636521532666e-06,1.615029191270878e-06,1.8691246168600628e-06,1.285124426431139e-06,0
40048291_1763068263742519_6211004407778115584_n.jpg,0.09795159846544266,0.1672402024269104,0.2561797797679901,0.1352771818637848,0.1469034105539322,0.05238805711269379,0.05525544658303261,0.02250746265053749,0.027192501351237297,0.011468859389424324,0.011246995069086552,0.005922090262174606,0.005498181097209454,0.0027559155132621527,0.0022122091613709927,3.0615368018516165e-08,3.7298342192571e-08,4.022718158580574e-08,3.51290907474322e-08,2.608153337746444e-08,2
103766512_171525524357712_3502122543003055721_n.jpg,0.2115534096956253,0.19447603821754456,0.20418064296245575,0.09403207898139954,0.09671600908041,0.04600592702627182,0.04795316234230995,0.02168193645775318,0.027952708303928375,0.015318193472921848,0.015397569164633751,0.007077617570757866,0.007202788721770048,0.005606074817478657,0.004841688089072704,7.769106673549686e-07,8.410875125264283e-07,8.467430347991467e-07,9.262487878913817e-07,6.871385380691208e-07,4
77065357_564545271014371_43396510172622047_n.jpg,0.42737337946891785,0.22148755192756653,0.1430523842573166,0.062475960701704025,0.06331469863653183,0.024434415623545647,0.024269700050354004,0.009991122409701347,0.010666985996067524,0.0036461211275309324,0.003740251064300537,0.002118836622685194,0.0013605516869574785,0.0009680881048552692,0.0010998505167663097,7.2131798312113915e-09,6.565220367349411e-09,8.085931924028955e-09,9.492131525234981e-09,4.8549075870596425e-09,0
10299651_1583110715254181_783665656_n.jpg,0.42331662774086,0.25347304344177246,0.1443023532629013,0.059700991958379745,0.05027064308524132,0.021530738100409508,0.02095925249159336,0.007559096906334162,0.009324940852820873,0.002651342423632741,0.0029288241639733315,0.0014680329477414489,0.0008233976550400257,0.0008360986830666661,0.0008545649470761418,2.56605603432547e-09,2.2682629108317087e-09,2.850117253316853e-09,3.448839658304337e-09,1.7147989694876742e-09,0
